Time,Irradiance,Temp,Vpv,Ipv,Vdc,Vrms_1,Vrms_2,Vrms_3,Irms_1,Irms_2,Irms_3,Pac,Q,THDv_1,THDv_2,THDv_3,THDi_1,THDi_2,THDi_3,ScenarioID,SetTemp
0,200,15,480.049795288998,534.191598638099,480.049795288998,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,5,15
0.001,200,15,488.021851027446,513.66825849041,488.021851027446,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,5,15
0.002,200,15,473.978004339563,512.434919857597,473.978004339563,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,5,15
0.003,200,15,439.761373257427,511.505532440027,439.761373257427,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,5,15
0.004,200,15,413.451406650799,509.311898544867,413.451406650799,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,5,15
0.005,200,15,389.699798090805,506.930970792416,389.699798090805,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,5,15
0.006,200,15,380.467935109987,504.06370851326,380.467935109987,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,5,15
0.007,200,15,438.867526154734,499.059887294905,438.867526154734,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,5,15
0.008,200,15,439.181678620715,495.913994785032,439.181678620715,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,5,15
0.009,200,15,451.605891737849,492.249403998082,451.605891737849,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,5,15
0.01,200,15,452.744662633165,489.072263590491,452.744662633165,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,5,15
0.011,200,15,424.994706173533,487.077011074344,424.994706173533,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,5,15
0.012,200,15,375.940618045801,485.392772731351,375.940618045801,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,5,15
0.013,200,15,273.533944248966,485.074726548151,273.533944248966,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,5,15
0.014,200,15,239.903254898818,482.855225423102,239.903254898818,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,5,15
0.015,200,15,259.539325811218,479.195182424679,259.539325811218,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,5,15
0.016,200,15,265.943147205789,475.860139960442,265.943147205789,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,5,15
0.017,200,15,400.509819079762,469.041800678594,400.509819079762,13647.9283514559,13842.8906125939,14470.1694696662,54.2286672730005,67.7276402693473,15.8689850107751,-663.611060224591,-392.671783070416,1.49011611938477e-08,1.49011611938477e-08,1.89146100159612,1.49011611938477e-08,1.49011611938477e-08,0.598243431556192,5,15
