Time,Irradiance,Temp,Vpv,Ipv,Vdc,Vrms_1,Vrms_2,Vrms_3,Irms_1,Irms_2,Irms_3,Pac,Q,THDv_1,THDv_2,THDv_3,THDi_1,THDi_2,THDi_3,ScenarioID,SetTemp
0,1000,25,480.04994997857,535.853303034278,480.04994997857,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,9,25
0.001,1000,25,488.012202770922,514.534634720259,488.012202770922,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,9,25
0.002,1000,25,474.078158597683,518.278381990328,474.078158597683,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,9,25
0.003,1000,25,440.16865550171,522.126142053531,440.16865550171,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,9,25
0.004,1000,25,414.273004814238,523.340574921285,414.273004814238,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,9,25
0.005,1000,25,391.029331872156,524.173125765607,391.029331872156,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,9,25
0.006,1000,25,382.312786474469,524.444200021796,382.312786474469,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,9,25
0.007,1000,25,440.431468889914,522.116279148899,440.431468889914,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,9,25
0.008,1000,25,439.756388665163,522.12798666883,439.756388665163,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,9,25
0.009,1000,25,452.827932396973,521.191727032463,452.827932396973,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,9,25
0.01,1000,25,454.613187895608,521.024958469213,454.613187895608,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,9,25
0.011,1000,25,426.92514554366,522.821682828842,426.92514554366,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,9,25
0.012,1000,25,378.479693182001,524.569016317376,378.479693182001,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,9,25
0.013,1000,25,276.650056900055,527.626672591245,276.650056900055,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,9,25
0.014,1000,25,244.104917973205,528.613521985718,244.104917973205,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,9,25
0.015,1000,25,266.31822617712,527.968429050148,266.31822617712,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,9,25
0.016,1000,25,270.166155576122,527.864325673892,270.166155576122,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,9,25
0.017,1000,25,404.79696861348,523.706110616227,404.79696861348,13649.0691110089,13842.6175332747,14470.9377208767,54.3794978727151,68.0783253437937,15.991125936114,-665.299607515253,-394.149774177318,1.49011611938477e-08,1.49011611938477e-08,1.89137546577247,1.49011611938477e-08,1.49011611938477e-08,0.555008776094825,9,25
0.018,1000,25,445.228160453604,521.794211401884,445.228160453604,13674.7309879816,14195.7688117998,14080.9622181964,56.9695948764225,70.2805402519038,15.9933442972325,-561.393612660506,-430.350893623718,1.49011611938477e-08,1.49011611938477e-08,1.9387791435696,1.49011611938477e-08,1.49011611938477e-08,0.587914044072439,9,25
0.019,1000,25,411.305218055368,523.459233959463,411.305218055368,14105.6715061439,14120.0540571331,13766.2832281412,58.3298281095225,71.001982238376,15.8651678974426,-373.496192241769,-455.454159482973,1.49011611938477e-08,1.49011611938477e-08,1.90086113822172,0.299258450899212,1.49011611938477e-08,0.918408431705599,9,25
0.02,1000,25,307.119447113711,526.724139594293,307.119447113711,14402.6914239269,13720.6777564849,13938.1800694246,58.7187476078831,70.2824729618315,15.6733541759058,-118.629452621117,-418.538642788545,1.49011611938477e-08,1.49011611938477e-08,1.77530659969181,1.24320925100698,0.729246913037053,1.38035911700366,9,25
0.021,1000,25,250.650641460871,528.412394812722,250.650641460871,14194.5851538693,13519.9187881098,14349.56980929,58.641106660451,68.4089246936859,14.3302220725093,70.7139403638236,-294.751884508276,1.49011611938477e-08,1.49011611938477e-08,1.77066573735592,2.04528757815914,1.68884214151247,2.38155192656091,9,25
