Time,Irradiance,Temp,Vpv,Ipv,Vdc,Vrms_1,Vrms_2,Vrms_3,Irms_1,Irms_2,Irms_3,Pac,Q,THDv_1,THDv_2,THDv_3,THDi_1,THDi_2,THDi_3,ScenarioID,SetTemp
0,200,25,480.049948464935,535.837043276743,480.049948464935,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,10,25
0.001,200,25,487.955608619112,511.458882019658,487.955608619112,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,10,25
0.002,200,25,473.85498376763,512.098271798045,473.85498376763,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,10,25
0.003,200,25,439.665740407024,512.754486287886,439.665740407024,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,10,25
0.004,200,25,413.406264541588,510.812815236689,413.406264541588,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,10,25
0.005,200,25,389.712658214934,508.492799540707,389.712658214934,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,10,25
0.006,200,25,380.539760215912,505.625344914474,380.539760215912,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,10,25
0.007,200,25,438.978774747402,500.284058780399,438.978774747402,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,10,25
0.008,200,25,439.33240054651,497.11787935591,439.33240054651,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,10,25
0.009,200,25,451.804248483849,493.15398889087,451.804248483849,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,10,25
0.01,200,25,453.051399621161,489.924515266759,453.051399621161,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,10,25
0.011,200,25,425.479257286515,488.419180461593,425.479257286515,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,10,25
0.012,200,25,376.508156850831,486.885847066267,376.508156850831,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,10,25
0.013,200,25,274.145371283839,486.573171295914,274.145371283839,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,10,25
0.014,200,25,240.662401794395,484.339985952104,240.662401794395,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,10,25
0.015,200,25,260.975847704507,480.65144529206,260.975847704507,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,10,25
0.016,200,25,266.486551357009,477.331198098687,266.486551357009,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,10,25
0.017,200,25,400.92749527994,470.454768200669,400.92749527994,13647.9881709105,13842.8024297052,14470.365119586,54.213536861781,67.7018893585478,15.8567098352253,-663.325285800782,-392.543231629826,1.49011611938477e-08,1.49011611938477e-08,1.891445550532,1.49011611938477e-08,1.49011611938477e-08,0.601340551319785,10,25
0.018,200,25,440.895521576463,465.747067272314,440.895521576463,13673.7396764308,14195.8661398091,14080.0274808407,56.8186752683935,69.8677734043649,15.8534068778817,-560.251228373298,-429.890937409718,1.49011611938477e-08,1.49011611938477e-08,1.93884767927174,1.49011611938477e-08,1.49011611938477e-08,0.638233850560489,10,25
0.019,200,25,405.583938169178,464.021685705541,405.583938169178,14104.3823168524,14120.0315622999,13765.4606525828,58.1753036390052,70.5581370875352,15.7323421842786,-373.431207070173,-456.342412454263,1.49011611938477e-08,1.49011611938477e-08,1.90099261645873,0.309339456507521,1.49011611938477e-08,0.949864414472788,10,25
0.02,200,25,301.542028981001,463.719852147668,301.542028981001,14400.6306477561,13720.6722727285,13937.0943007607,58.5442216444856,69.8093927145208,15.5491083727089,-119.650044772733,-420.325304948896,1.49011611938477e-08,1.49011611938477e-08,1.77554904066939,1.24300634803753,0.724813284201099,1.39314467403687,10,25
0.021,200,25,244.913863826746,462.040531783235,244.913863826746,14192.0809789442,13519.9401240945,14348.3039849962,58.4290234267082,67.8936116465851,14.2003246097635,68.8759856293151,-297.251265634664,1.49011611938477e-08,1.49011611938477e-08,1.7708888769171,2.0320804252888,1.68241751532791,2.3835208687473,10,25
0.022,200,25,214.350292200766,459.68012736069,214.350292200766,13779.9197950142,13787.3451793475,14476.1020037978,57.6685144725002,65.9205799097045,12.8705769263733,121.807992928176,-170.319649536282,1.49011611938477e-08,1.49011611938477e-08,1.87236773393953,2.6796713436189,2.74580382442717,4.30109326696655,10,25
0.023,200,25,150.978208757517,458.117321480288,150.978208757517,13686.4690318812,14168.5307898984,14138.1225578973,56.8063905161913,65.3137178588685,13.483884429605,2.85006798401604,-117.553272880157,1.49011611938477e-08,1.49011611938477e-08,1.93534372861451,7.74596104968573,7.38278191244312,2.76164733154473,10,25
0.024,200,25,38.4827824100895,457.809692540452,38.4827824100895,14039.5151601681,14167.7433194696,13733.46236681,57.7704571482671,67.2014110992923,14.4723547756193,-270.460309526448,-173.492047565615,1.49011611938477e-08,1.49011611938477e-08,1.92173372523475,2.64862176877204,1.15921749272505,0.90415823281394,10,25
0.025,200,25,17.5348896469615,455.171631049773,17.5348896469615,14367.6055217982,13764.4476528237,13776.9520350621,60.5269076325743,71.1187432684175,15.2162907819427,-563.339308984951,-323.816270266081,1.49011611938477e-08,1.49011611938477e-08,1.80106512701832,0.562860503832995,1.49011611938477e-08,1.49011611938477e-08,10,25
0.026,200,25,66.4757236822999,450.724622383329,66.4757236822999,14232.1002661906,13451.5285432249,14180.6521038607,64.6657345581661,75.7120229484142,15.3628083381492,-734.638089819437,-462.906496811091,1.49011611938477e-08,1.49011611938477e-08,1.75468660007294,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,10,25
