Time,Irradiance,Temp,Vpv,Ipv,Vdc,Vrms_1,Vrms_2,Vrms_3,Irms_1,Irms_2,Irms_3,Pac,Q,THDv_1,THDv_2,THDv_3,THDi_1,THDi_2,THDi_3,ScenarioID,SetTemp
0,1000,15,480.049796797991,534.207808532165,480.049796797991,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1,15
0.001,1000,15,488.078810266391,516.768843109763,488.078810266391,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1,15
0.002,1000,15,474.202809285856,518.641799288513,474.202809285856,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1,15
0.003,1000,15,440.266082565376,520.86395421505,440.266082565376,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1,15
0.004,1000,15,414.319005908931,521.807532631011,414.319005908931,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1,15
0.005,1000,15,391.01586241557,522.565289356879,391.01586241557,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1,15
0.006,1000,15,382.238392641198,522.826345886491,382.238392641198,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1,15
0.007,1000,15,440.316296168749,520.866132753114,440.316296168749,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1,15
0.008,1000,15,439.600221600174,520.87619613987,439.600221600174,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1,15
0.009,1000,15,452.69734680216,520.268543130485,452.69734680216,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1,15
0.01,1000,15,454.489793658497,520.167449993922,454.489793658497,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1,15
0.011,1000,15,426.928086903346,521.381796256613,426.928086903346,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1,15
0.012,1000,15,378.443285797369,522.94588301388,378.443285797369,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1,15
0.013,1000,15,276.593449217519,525.985009907591,276.593449217519,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1,15
0.014,1000,15,244.070944513209,526.97107914219,244.070944513209,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1,15
0.015,1000,15,266.313422371178,526.325147414674,266.313422371178,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1,15
0.016,1000,15,270.273547606064,526.217698578599,270.273547606064,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1,15
0.017,1000,15,404.894255692216,522.128608006246,404.894255692216,13649.0115804412,13842.5496413746,14470.9848214275,54.3672637436519,68.0449984022879,15.9760914048511,-665.076666306987,-394.001203579163,1.49011611938477e-08,1.49011611938477e-08,1.89137165451339,1.49011611938477e-08,1.49011611938477e-08,0.560734100027037,1,15
0.018,1000,15,445.314784999322,520.639425799881,445.314784999322,13674.6709941453,14195.6976401183,14081.0104611204,56.9555519597783,70.2440776532256,15.978027947223,-561.260906596799,-430.231092538657,1.49011611938477e-08,1.49011611938477e-08,1.93877974989028,1.49011611938477e-08,1.49011611938477e-08,0.593743816978653,1,15
0.019,1000,15,411.358687888222,521.910199326738,411.358687888222,14105.6144130948,14119.9807849129,13766.330966051,58.3141899638051,70.9628618511416,15.8502201599957,-373.475772369273,-455.406162388755,1.49011611938477e-08,1.49011611938477e-08,1.90085927135086,0.298497027591358,1.49011611938477e-08,0.922205423811418,1,15
0.02,1000,15,307.849750107821,525.05904165656,307.849750107821,14402.4293375667,13720.4916289105,13938.2392185317,58.6979435520305,70.2381135185876,15.6597869959633,-118.81963667802,-418.633049139455,1.49011611938477e-08,1.49011611938477e-08,1.77529869418353,1.24197400394299,0.728901127362643,1.38235251520912,1,15
0.021,1000,15,251.385397323285,526.746977379453,251.385397323285,14194.4053482904,13519.756253481,14349.6572325542,58.6159819662133,68.3578089331302,14.3169793116607,70.4447309000831,-294.986678544567,1.49011611938477e-08,1.49011611938477e-08,1.77065451761682,2.04437537681465,1.68792287953004,2.38113845239439,1,15
0.022,1000,15,224.23445943356,527.557286597298,224.23445943356,13782.3535861329,13787.2586603993,14477.3999336433,57.8951955734415,66.4315310128435,12.9912523282289,123.370041733886,-167.463540042346,1.49011611938477e-08,1.49011611938477e-08,1.87221779031262,2.70593218236904,2.75246277571467,4.3341864424762,1,15
0.023,1000,15,162.488351054863,529.395855940548,162.488351054863,13688.823469985,14167.9531647698,14139.1175985137,57.0732471813626,65.8765801304137,13.6026729500525,3.35695943177067,-114.441731004782,1.49011611938477e-08,1.49011611938477e-08,1.93527502728223,8.07879227618106,7.53129600930404,2.81708276384933,1,15
0.024,1000,15,48.2879580628323,532.807710961247,48.2879580628323,14041.0494968154,14166.4695944188,13734.4729777423,58.1010744549959,67.8278501577719,14.5720922054515,-272.44112283952,-170.507881217762,1.49011611938477e-08,1.49011611938477e-08,1.92162734401421,2.58769435074323,1.15913110965425,0.907493452930046,1,15
0.025,1000,15,18.0641423890377,533.753695771214,18.0641423890377,14368.3532759037,13762.5688493419,13777.9716508179,60.9485293156685,71.8130495399764,15.2874294347421,-569.010566079188,-321.30678433206,1.49011611938477e-08,1.49011611938477e-08,1.80090511611467,0.526211983312187,1.49011611938477e-08,1.49011611938477e-08,1,15
0.026,1000,15,69.1214486541343,532.224908331996,69.1214486541343,14232.6836758367,13449.6051935619,14181.6182120412,65.1764775139557,76.4622902410093,15.4192658811029,-742.723781152085,-461.545940395359,1.49011611938477e-08,1.49011611938477e-08,1.75453574257931,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1,15
