Time,Irradiance,Temp,Vpv,Ipv,Vdc,Vrms_1,Vrms_2,Vrms_3,Irms_1,Irms_2,Irms_3,Pac,Q,THDv_1,THDv_2,THDv_3,THDi_1,THDi_2,THDi_3,ScenarioID,SetTemp
0,1000,45,480.050256339729,539.144292038506,480.050256339729,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,16,45
0.001,1000,45,487.352859485509,494.537447390453,487.352859485509,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,16,45
0.002,1000,45,472.602042894548,509.342105235408,472.602042894548,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,16,45
0.003,1000,45,438.553623143213,522.851150329403,438.553623143213,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,16,45
0.004,1000,45,412.780606075885,525.849436673197,412.780606075885,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,16,45
0.005,1000,45,389.746468278243,527.21824882608,389.746468278243,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,16,45
0.006,1000,45,381.370596126102,527.565561324529,381.370596126102,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,16,45
0.007,1000,45,440.009038735837,522.601480072369,440.009038735837,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,16,45
0.008,1000,45,439.612140864177,522.58361873942,439.612140864177,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,16,45
0.009,1000,45,452.723977607936,519.420240269759,452.723977607936,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,16,45
0.01,1000,45,454.613582841165,518.783306295584,454.613582841165,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,16,45
0.011,1000,45,427.238836153184,524.499489975239,427.238836153184,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,16,45
0.012,1000,45,379.05047385595,527.663375340026,379.05047385595,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,16,45
0.013,1000,45,277.370852150118,530.890501082016,277.370852150118,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,16,45
0.014,1000,45,245.178282703883,531.868120558031,245.178282703883,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,16,45
0.015,1000,45,268.054890627796,531.202440884461,268.054890627796,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,16,45
0.016,1000,45,271.406298788174,531.113002448923,271.406298788174,120,120,120,120,120,120,0,0,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,16,45
0.017,1000,45,405.760728003117,526.365530076452,405.760728003117,13648.9689479252,13842.6040589664,14471.243999656,54.347943727294,68.0000852976433,15.9321299208245,-665.022708102554,-393.66699389177,1.49011611938477e-08,1.49011611938477e-08,1.89138933024829,1.49011611938477e-08,1.49011611938477e-08,0.555621431843536,16,45
0.018,1000,45,446.855347578818,521.084967719616,446.855347578818,13674.60634732,14195.7979419779,14081.3645417026,56.9225198513446,70.1966880243762,15.9351128089899,-561.3562924133,-429.624388774136,1.49011611938477e-08,1.49011611938477e-08,1.93879191388175,1.49011611938477e-08,1.49011611938477e-08,0.588347143425978,16,45
0.019,1000,45,410.934491781589,525.99757988355,410.934491781589,14105.8191737608,14120.5715296168,13766.7127288007,58.2875308561603,70.9260196487589,15.8043767735933,-373.076323707024,-454.454130745341,1.49011611938477e-08,1.49011611938477e-08,1.90089725527212,0.294699134054699,1.49011611938477e-08,0.92103643058794,16,45
0.02,1000,45,306.2532872382,530.030012226831,306.2532872382,14402.8679649629,13721.2341507034,13938.6000111793,58.6802175138208,70.2111555988386,15.6062403771946,-118.008638484687,-417.187139949573,1.49011611938477e-08,1.49011611938477e-08,1.77536061133786,1.24149325653197,0.731727229009688,1.38722821518951,16,45
0.021,1000,45,249.604263296734,531.730231863517,249.604263296734,14194.8061999265,13520.467210555,14350.0000428757,58.6020605599737,68.3419250261552,14.2578040556946,71.3811250448996,-293.288269562829,1.49011611938477e-08,1.49011611938477e-08,1.77069504879726,2.04346342743128,1.68842759321256,2.39857296136428,16,45
0.022,1000,45,222.449631490589,532.541012297808,222.449631490589,13782.7399820027,13787.9930984974,14477.768412762,57.8795224571499,66.429055414387,12.9442852884817,124.278981042617,-165.793452441104,1.49011611938477e-08,1.49011611938477e-08,1.87224450922331,2.70072555577549,2.74023446979966,4.41516825803435,16,45
0.023,1000,45,160.052648787748,534.39921442657,160.052648787748,13689.2375949785,14168.7120975364,14139.5525530822,57.0523239142377,65.889598756176,13.5880027369602,4.17759812752578,-112.916188079065,1.49011611938477e-08,1.49011611938477e-08,1.93530375454427,8.07354306646183,7.69547510937032,2.85086344547143,16,45
0.024,1000,45,45.9326937937589,537.808622953214,45.9326937937589,14041.6470596314,14167.3347022077,13734.8754108048,58.072472270993,67.8564233531439,14.5981123943014,-271.723600956961,-169.188172552336,1.49011611938477e-08,1.49011611938477e-08,1.92166575221372,2.5934642154409,1.16446333171071,0.913365732278287,16,45
0.025,1000,45,18.0979159770335,538.683201755845,18.0979159770335,14369.0492341691,13763.4709562793,13778.3320592434,60.9097145589155,71.8503731553545,15.3406398500952,-568.088803354087,-320.456620330482,1.49011611938477e-08,1.49011611938477e-08,1.80092718314996,0.527783188358764,1.49011611938477e-08,1.49011611938477e-08,16,45
0.026,1000,45,68.988564323325,537.159282996953,68.988564323325,14233.4165611859,13450.5019667264,14182.0166663045,65.1266585737699,76.5063768276917,15.4885375786476,-741.573887042036,-460.969984373803,1.49011611938477e-08,1.49011611938477e-08,1.7545302527913,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,16,45
0.027,1000,45,218.30520484665,532.713285869369,218.30520484665,13776.9636368996,13630.3662147331,14410.3129312186,69.7814584225095,80.5468151993666,15.4122170786831,-786.856858253311,-548.436395109219,1.49011611938477e-08,1.49011611938477e-08,1.84797954334071,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,16,45
0.028,1000,45,424.710197128068,524.895774749765,424.710197128068,13550.7315444129,14072.6817323486,14182.2288833315,73.1726169969926,83.1438819876398,15.3814768349369,-714.297181864107,-617.119309217458,1.49011611938477e-08,1.49011611938477e-08,1.92693898104572,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,16,45
0.029,1000,45,556.573396234458,146.027429967412,556.573396234458,13812.8231817693,14229.1750014623,13769.0410247066,74.1039032458214,83.9321256551195,15.3398808596563,-529.420266563525,-654.275486230759,1.49011611938477e-08,1.49011611938477e-08,1.93761435373522,1.49011611938477e-08,1.49011611938477e-08,1.49011611938477e-08,16,45
0.03,1000,45,558.364194249045,126.467794227431,558.364194249045,14184.0160307962,13928.7023355356,13679.6396618265,72.6601011686442,82.8101967453529,17.3684911450574,-286.198467444181,-576.76912766921,1.49011611938477e-08,1.49011611938477e-08,1.84771454887349,0.687520616796053,1.49011611938477e-08,0.887241120871363,16,45
0.031,1000,45,599.975551448809,-5611.63276767288,599.975551448809,14198.5774531778,13556.5906842074,14054.500355815,70.2293300745118,79.9942324540246,20.1023208556308,-84.9905896698083,-428.906831942743,1.49011611938477e-08,1.49011611938477e-08,1.76771838185166,1.58100916412294,1.17926762078241,3.28830836188517,16,45
0.032,1000,45,596.482598410418,-4712.92926521568,596.482598410418,13824.7368947517,13619.3002036519,14426.0757174568,67.2728344140089,76.2668408885323,21.0632818277062,42.6364535386729,-295.373091127182,1.49011611938477e-08,1.49011611938477e-08,1.83518575296516,2.13203594455113,2.17028848705802,5.23644069149807,16,45
0.033,1000,45,575.662330949115,-1210.91391097321,575.662330949115,13529.9009836811,14039.5413025334,14351.7744463019,63.4345302050726,72.6673623414393,21.4035703839294,54.272836079239,-212.499417047763,1.49011611938477e-08,1.49011611938477e-08,1.92287066323078,2.79098685831552,3.57725552236154,4.09964719095809,16,45
0.034,1000,45,524.970552974203,383.204574702143,524.970552974203,13691.7382881084,14269.7564807745,13926.9145538024,60.8824392141178,70.3884812968453,21.4180166631035,-101.833286728316,-150.843690686257,1.49011611938477e-08,1.49011611938477e-08,1.94971628544812,5.22645684616446,6.26286958983273,3.82510220145621,16,45
0.035,1000,45,454.780583254055,518.463847478293,454.780583254055,14093.1945856633,14015.0400723043,13730.0497236421,61.1122736345872,70.2530583689238,21.4461591614752,-398.435846516888,-141.187999789716,1.49011611938477e-08,1.49011611938477e-08,1.88980049827532,1.95320261357724,1.38075865954844,4.12149371634209,16,45
0.036,1000,45,350.913650603692,528.639203151202,350.913650603692,14176.552946347,13579.4393218756,14012.8753984209,63.7591711613927,71.9057464641931,21.6319193469981,-684.049656346012,-185.284392019206,1.49011611938477e-08,1.49011611938477e-08,1.78769933930452,0.586847262742406,1.49011611938477e-08,4.58912583346796,16,45
0.037,1000,45,323.383468052017,529.546650794845,323.383468052017,13797.7829105231,13510.0882717779,14390.6665504567,68.3503674919536,74.1739056149826,22.5679352384315,-870.046381952558,-250.297001723664,1.49011611938477e-08,1.49011611938477e-08,1.82265713712823,1.49011611938477e-08,1.49011611938477e-08,3.52553256032149,16,45
0.038,1000,45,536.094374580922,324.830953432829,536.094374580922,13402.0055387088,13898.6566180514,14411.9754014931,72.5741353244796,75.7539503885288,23.9348322193326,-892.372638540428,-338.254353709518,1.49011611938477e-08,1.49011611938477e-08,1.91297720365018,1.49011611938477e-08,1.49011611938477e-08,3.27469130628226,16,45
0.039,1000,45,590.483068899294,-3376.92300361181,590.483068899294,13449.70484856,14247.454548927,14057.1147890356,74.4316515311645,75.8364117777431,24.1078518866699,-770.39194981826,-422.631719435488,1.49011611938477e-08,1.49011611938477e-08,1.95193675355842,0.307744529782139,1.49011611938477e-08,3.53673507016396,16,45
